#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
170000,170.00000000044767,-279970.5972165769,2290.83447265625,-277679.76274392067,286.5564815802689,1.49
171000,171.00000000045245,-279797.49478292046,2422.39794921875,-277375.0968337017,303.01352699241704,1.49
172000,172.00000000045722,-279993.7720030077,2382.06005859375,-277611.71194441395,297.967730733525,1.5
173000,173.000000000462,-279951.1677598957,2466.687744140625,-277484.48001575505,308.55366005493727,1.5
174000,174.00000000046677,-279929.61005170894,2285.87353515625,-277643.7365165527,285.9359265762702,1.5
175000,175.00000000047154,-279859.68398241734,2397.37109375,-277462.31288866734,299.88296136939,1.5
176000,176.00000000047632,-279891.22262320865,2417.8408203125,-277473.38180289615,302.4434836998658,1.5
177000,177.0000000004811,-280054.7411015724,2449.573486328125,-277605.1676152443,306.4128674476386,1.5
178000,178.00000000048587,-279914.04473031074,2378.62890625,-277535.41582406074,297.53853388184206,1.5
179000,179.00000000049064,-279922.0578545172,2296.491455078125,-277625.56639943906,287.2641036273976,1.5
180000,180.00000000049542,-279697.60435020615,2224.05419921875,-277473.5501509874,278.20305385616564,1.5
181000,181.0000000005002,-279936.2917878909,2480.4443359375,-277455.8474519534,310.27444808694105,1.5
182000,182.00000000050497,-279946.61473300384,2415.92041015625,-277530.6943228476,302.20326294881,1.5
183000,183.00000000050974,-279944.4699699181,2478.2958984375,-277466.1740714806,310.0057037938708,1.5
184000,184.00000000051452,-279868.42886571045,2415.66796875,-277452.76089696045,302.17168549437423,1.5
185000,185.0000000005193,-279837.96509029396,2286.723388671875,-277551.2417016221,286.04223326765407,1.5
186000,186.00000000052407,-279846.29725056066,2386.087158203125,-277460.21009235753,298.4714735874108,1.5
187000,187.00000000052884,-280014.9815704943,2348.794677734375,-277666.1868927599,293.80662236394596,1.5
188000,188.00000000053362,-279935.0259147992,2428.4443359375,-277506.5815788617,303.76985894266465,1.5
189000,189.0000000005384,-279913.5794176064,2333.125,-277580.4544176064,291.8465297546128,1.5
190000,190.00000000054317,-279936.2421972866,2442.78173828125,-277493.4604590054,305.56329955117,1.5
191000,191.00000000054794,-279914.2843605485,2342.9990234375,-277571.285337111,293.0816540942646,1.5
192000,192.00000000055272,-280100.0936465044,2481.91748046875,-277618.17616603564,310.4587211624395,1.5
193000,193.0000000005575,-279916.01913665555,2373.81103515625,-277542.2081014993,296.93587480463185,1.5
194000,194.00000000056227,-279712.0985541824,2390.4404296875,-277321.6581244949,299.0160167112445,1.5
195000,195.00000000056704,-279788.3313193515,2406.25048828125,-277382.08083107026,300.9936693169999,1.5
196000,196.00000000057182,-279855.698838123,2257.54638671875,-277598.15245140425,282.3925330721381,1.5
197000,197.0000000005766,-279798.02644861734,2261.197021484375,-277536.82942713297,282.84918459648816,1.5
198000,198.00000000058137,-279899.94425488607,2356.160888671875,-277543.7833662142,294.7280488196866,1.5
199000,199.00000000058614,-280000.0606752815,2400.775634765625,-277599.2850405159,300.3088294565338,1.5
200000,200.00000000059092,-279825.9140631444,2353.11962890625,-277472.79443423817,294.34762294937104,1.5
201000,201.0000000005957,-279759.8532794417,2372.9189453125,-277386.9343341292,296.82428484475923,1.5
202000,202.00000000060047,-279906.04898603336,2420.265625,-277485.78336103336,302.7467982815447,1.5
203000,203.00000000060524,-279819.09051766864,2513.36279296875,-277305.7277246999,314.3921603610141,1.5
204000,204.00000000061002,-279888.4920861026,2495.287841796875,-277393.2042443057,312.131196299939,1.5
205000,205.0000000006148,-279932.06934690545,2365.5068359375,-277566.56251096795,295.8971170336667,1.5
206000,206.00000000061956,-279818.1096972882,2395.396728515625,-277422.71296877257,299.6359914718832,1.5
207000,207.00000000062434,-279764.34603737446,2324.34326171875,-277440.0027756557,290.7480374566879,1.5
208000,208.00000000062911,-279866.01591400563,2344.34716796875,-277521.6687460369,293.2502911381662,1.5
209000,209.0000000006339,-279821.8109194217,2435.03076171875,-277386.780157703,304.5937434356705,1.5
210000,210.00000000063866,-279818.03533942107,2417.25390625,-277400.78143317107,302.37006764525887,1.5
211000,211.00000000064344,-279879.4541333037,2403.41796875,-277476.0361645537,300.6393543978861,1.5
212000,212.0000000006482,-279943.8538346102,2263.79833984375,-277680.05549476645,283.17457896497274,1.5
213000,213.000000000653,-279927.7727631978,2418.5185546875,-277509.2542085103,302.5282603086798,1.51
214000,214.00000000065776,-279954.41185285465,2375.21337890625,-277579.1984739484,297.11129153410866,1.51
215000,215.00000000066254,-280018.0532346042,2361.8671875,-277656.1860471042,295.44183976990615,1.51
216000,216.0000000006673,-280016.2599793124,2348.810546875,-277667.4494324374,293.8086074070198,1.51
217000,217.0000000006721,-280083.43210146413,2404.8642578125,-277678.56784365163,300.82026816972115,1.51
218000,218.00000000067686,-279822.4632672533,2275.497802734375,-277546.96546451893,284.63804433636165,1.51
219000,219.00000000068164,-279977.5172900103,2376.642578125,-277600.8747118853,297.29006756724885,1.51
220000,220.0000000006864,-279895.6398242492,2298.78076171875,-277596.85906253045,287.55046899513854,1.51
221000,221.0000000006912,-279981.90739839803,2334.89697265625,-277647.0104257418,292.0681827181474,1.51
222000,222.00000000069596,-279799.57147149136,2283.138427734375,-277516.433043757,285.59379676771715,1.51
223000,223.00000000070074,-279895.0768211367,2379.910400390625,-277515.16642074607,297.6988337448336,1.51
224000,224.0000000007055,-279786.0694548189,2327.1005859375,-277458.9688688814,291.0929463255443,1.51
225000,225.0000000007103,-279729.03951569524,2306.0078125,-277423.03170319524,288.454488150078,1.51
226000,226.00000000071506,-279848.371261814,2398.4482421875,-277449.9230196265,300.0176999854157,1.51
227000,227.00000000071984,-280042.0445277742,2393.12744140625,-277648.91708636796,299.35213031232763,1.51
228000,228.0000000007246,-279956.5275583948,2469.736328125,-277486.7912302698,308.9350020989792,1.51
229000,229.0000000007294,-279791.7386231311,2293.74267578125,-277497.9959473499,286.92026362788863,1.51
230000,230.00000000073416,-279913.55655999086,2445.5322265625,-277468.02433342836,305.9073533245484,1.51
231000,231.00000000073894,-279992.3522636641,2411.5380859375,-277580.8141777266,301.655085669195,1.51
232000,232.0000000007437,-279891.3901874533,2378.90478515625,-277512.48540229705,297.57304309220217,1.51
233000,233.00000000074849,-279931.01926725404,2481.196044921875,-277449.82322233217,310.36847805039145,1.51
234000,234.00000000075326,-279864.92720819975,2457.5810546875,-277407.34615351225,307.4145201826855,1.51
235000,235.00000000075804,-280007.4246143313,2379.298828125,-277628.1257862063,297.6223332386813,1.51
236000,236.0000000007628,-279777.54501889204,2305.810791015625,-277471.7342278764,288.4298430768385,1.51
237000,237.00000000076759,-280021.3080489722,2448.227294921875,-277573.08075405034,306.2444747167307,1.51
238000,238.00000000077236,-279744.36385080655,2326.8330078125,-277417.53084299405,291.0594754454073,1.51
239000,239.00000000077713,-279753.96789662144,2320.78515625,-277433.18274037144,290.3029602604144,1.51
240000,240.0000000007819,-279795.05492649646,2390.15625,-277404.89867649646,298.98046917066114,1.51
241000,241.00000000078668,-279753.86421849375,2400.426025390625,-277353.4381931031,300.26509743066146,1.51
242000,242.00000000079146,-279746.9490009208,2337.18115234375,-277409.76784857706,292.3539067642799,1.51
243000,243.00000000079623,-279816.1525986981,2366.22412109375,-277449.92847760435,295.98684098060306,1.51
244000,244.000000000801,-279840.1307073038,2383.13671875,-277456.9939885538,298.1024082713023,1.51
245000,245.00000000080578,-279864.08094201336,2619.80126953125,-277244.2796724821,327.70636342220166,1.51
246000,246.00000000081056,-279742.34768097993,2516.03857421875,-277226.3091067612,314.7268691623835,1.51
247000,247.00000000081533,-279820.86064985313,2351.734375,-277469.12627485313,294.1743439585891,1.51
248000,248.0000000008201,-279793.2576968609,2346.294921875,-277446.9627749859,293.4939322711338,1.51
